datetime,open,high,low,close,volume
2022-08-01 08:15:00,23280.0,23362.66,23274.0,23349.83,20.548395
2022-08-01 08:30:00,23349.83,23385.78,23327.36,23354.11,16.435958
2022-08-01 08:45:00,23354.11,23395.43,23345.29,23366.53,17.228167
2022-08-01 09:00:00,23366.53,23389.05,23330.69,23377.9,6.944515
2022-08-01 09:15:00,23377.9,23444.44,23355.96,23430.16,17.668305
2022-08-01 09:30:00,23430.16,23440.34,23391.15,23429.26,14.877853
2022-08-01 09:45:00,23429.26,23434.38,23386.85,23425.26,6.526942
2022-08-01 10:00:00,23425.26,23464.43,23407.36,23434.58,21.02241
2022-08-01 10:15:00,23434.58,23440.51,23405.44,23423.47,6.18045
2022-08-01 10:30:00,23423.47,23437.02,23386.84,23398.85,6.14336
2022-08-01 10:45:00,23398.85,23433.06,23372.5,23421.65,6.768758
2022-08-01 11:00:00,23421.65,23436.71,23381.07,23391.26,10.12808
2022-08-01 11:15:00,23391.26,23394.08,23319.94,23324.48,8.549337
2022-08-01 11:30:00,23324.48,23348.36,23318.14,23331.86,5.532386
2022-08-01 11:45:00,23331.86,23388.79,23321.5,23384.35,8.729427
2022-08-01 12:00:00,23384.35,23396.15,23348.0,23371.78,8.340677
2022-08-01 12:15:00,23371.78,23409.16,23352.65,23386.44,8.195942
2022-08-01 12:30:00,23386.44,23411.66,23380.0,23400.81,4.511504
2022-08-01 12:45:00,23400.81,23416.64,23369.94,23393.93,6.759998
2022-08-01 13:00:00,23393.93,23417.65,23345.02,23345.02,5.04238
2022-08-01 13:15:00,23345.02,23375.53,23335.0,23360.61,4.327399
2022-08-01 13:30:00,23360.61,23381.03,23288.23,23300.97,21.219392
2022-08-01 13:45:00,23300.97,23348.5,23295.56,23327.63,12.707042
2022-08-01 14:00:00,23327.63,23344.73,23292.65,23299.83,9.160485
2022-08-01 14:15:00,23299.83,23305.9,23156.51,23171.16,48.861155
2022-08-01 14:30:00,23171.16,23230.96,23166.11,23194.04,15.089668
2022-08-01 14:45:00,23194.04,23244.5,23192.23,23226.99,47.900544
2022-08-01 15:00:00,23226.99,23245.91,23208.77,23209.03,20.496897
2022-08-01 15:15:00,23209.03,23209.03,23117.0,23142.4,23.092466
2022-08-01 15:30:00,23142.4,23268.64,23139.15,23268.12,21.926782
2022-08-01 15:45:00,23268.12,23341.74,23268.12,23318.89,21.187967
2022-08-01 16:00:00,23318.89,23359.76,23314.36,23327.78,31.048623
2022-08-01 16:15:00,23327.78,23379.28,23306.98,23330.64,12.233414
2022-08-01 16:30:00,23330.64,23359.37,23281.0,23295.35,15.513629
2022-08-01 16:45:00,23295.35,23309.83,23276.27,23289.43,5.281408
2022-08-01 17:00:00,23289.43,23335.09,23264.81,23334.06,4.878107
2022-08-01 17:15:00,23334.06,23352.08,23309.27,23328.98,8.756149
2022-08-01 17:30:00,23328.98,23373.61,23328.98,23354.35,16.780628
2022-08-01 17:45:00,23354.35,23357.78,23290.5,23306.33,9.213055
2022-08-01 18:00:00,23306.33,23315.68,23264.62,23265.56,11.593083
2022-08-01 18:15:00,23265.56,23283.69,23248.85,23264.11,10.153671
2022-08-01 18:30:00,23264.11,23264.11,23050.71,23050.71,71.396358
2022-08-01 18:45:00,23050.71,23085.7,22982.66,23039.28,55.938383
2022-08-01 19:00:00,23039.28,23055.61,22950.0,23000.37,22.665094
2022-08-01 19:15:00,23000.37,23149.25,22993.36,23120.69,54.973102
2022-08-01 19:30:00,23120.69,23233.61,23104.62,23199.5,34.03886
2022-08-01 19:45:00,23199.5,23270.0,23196.68,23228.85,41.782595
2022-08-01 20:00:00,23228.85,23257.44,23171.43,23192.68,25.811606
2022-08-01 20:15:00,23192.68,23209.68,23150.62,23203.84,37.192654
2022-08-01 20:30:00,23203.84,23308.1,23155.73,23181.44,26.135361
2022-08-01 20:45:00,23181.44,23182.2,23125.82,23156.91,21.479094
2022-08-01 21:00:00,23156.91,23156.91,23024.5,23040.23,52.253848
2022-08-01 21:15:00,23040.23,23151.46,23000.0,23081.31,36.300357
2022-08-01 21:30:00,23081.31,23201.61,22968.62,23164.22,66.280416
2022-08-01 21:45:00,23164.22,23322.1,23117.34,23248.6,53.832135
2022-08-01 22:00:00,23248.6,23499.48,23215.37,23435.38,80.395922
2022-08-01 22:15:00,23435.38,23492.41,23278.51,23318.62,45.553001
2022-08-01 22:30:00,23318.62,23396.79,23281.45,23391.0,26.41904
2022-08-01 22:45:00,23391.0,23481.78,23386.13,23436.01,34.101
2022-08-01 23:00:00,23436.01,23461.76,23347.61,23431.9,23.50459
2022-08-01 23:15:00,23431.9,23431.98,23310.48,23366.62,26.402816
2022-08-01 23:30:00,23366.62,23366.62,23283.94,23301.65,17.152605
2022-08-01 23:45:00,23301.65,23357.88,23290.65,23321.65,22.073615
2022-08-02 00:00:00,23321.65,23352.42,23175.09,23210.58,30.688892
2022-08-02 00:15:00,23210.58,23256.81,23171.57,23237.28,30.310506
2022-08-02 00:30:00,23237.28,23287.39,23145.45,23203.78,26.841574
2022-08-02 00:45:00,23203.78,23250.76,23170.0,23195.35,23.460299
2022-08-02 01:00:00,23195.35,23205.71,23133.29,23167.18,29.264552
2022-08-02 01:15:00,23167.18,23181.71,22961.1,22975.18,55.766455
2022-08-02 01:30:00,22975.18,23024.65,22879.48,22923.71,60.474127
2022-08-02 01:45:00,22923.71,22964.61,22886.03,22960.43,29.307241
2022-08-02 02:00:00,22960.43,22991.0,22912.55,22991.0,14.264419
2022-08-02 02:15:00,22991.0,22993.99,22900.09,22905.18,12.663574
